id,name,type,category,mechanism,designer,artist,publisher,min_players,max_players,playing_time,min_age,complexity_rating,integrates_with
220308.0,Gaia Project,boardgame,Civilization|Economic|Miniatures|Science Fiction|Space Exploration|Territory Building,End Game Bonuses|Hexagon Grid|Income|Modular Board|Network and Route Building|Solo / Solitaire Game|Tags|Tech Trees / Tech Tracks|Turn Order: Pass Order|Variable Player Powers|Variable Set-up|Victory Points as a Resource,Jens Drögemüller|Helge Ostertag,Dennis Lohausen,Feuerland Spiele|Capstone Games|Cranio Creations|DiceTree Games|Edge Entertainment|Game Harbor|Games Factory|Hobby World|IGAMES|Maldito Games|Mandala Jogos|Portal Games|Reflexshop|Super Meeple|テンデイズゲームズ (TendaysGames)|TLAMA games|White Goblin Games|Z-Man Games,1,4,150,12,4.3966,
187645.0,Star Wars: Rebellion,boardgame,Civil War|Miniatures|Movies / TV / Radio theme|Science Fiction|Space Exploration|Wargame,"Area Majority / Influence|Area Movement|Card Play Conflict Resolution|Contracts|Delayed Purchase|Dice Rolling|Die Icon Resolution|Events|Hand Management|Hidden Movement|Income|Once-Per-Game Abilities|Tags|Take That|Team-Based Game|Variable Player Powers|Variable Set-up|Worker Placement, Different Worker Types",Corey Konieczka,Matt Allsopp|David Ardila|Balaskas|Tiziano Baracchi|Ryan Barger|Jorge Barrero|Cassandre Bolan|Jon Bosco|Matt Bradbury|Adam Burn|Alexandre Dainche|Christina Davis|Anthony Devine|Allen Douglas|Jose Mikhail Elloso|Tony Foti|Michele Frigo|Mariusz Gandzel|Zach Graves|Richard Hanuschek|Andrew Johanson|Jeff Lee Johnson|Jason Juta|Adam Lane|Ignacio Bazán Lazcano|Ralph McQuarrie|Mark Molnar|Jake Murray|Ameen Naksewee|David Auden Nash|Mike Nash|Maciej Rebisz|Alexandru Sabo|Tony Shasteen|Stephen Somers|Matthew Starbuck|Nicholas Stohlman|Angela Sung|Darren Tan|Ryan Valle|Jose Vega|VIKO|Magali Villeneuve|Jacob Walker|Ben Zweifel,Fantasy Flight Games|ADC Blackfire Entertainment|Asterion Press|Delta Vision Publishing|Edge Entertainment|Galakta|Galápagos Jogos|Geekach Games|Heidelberger Spieleverlag|Hobby World|Korea Boardgames,2,4,240,14,3.7416,
397598.0,Dune: Imperium – Uprising,boardgame,Movies / TV / Radio theme|Novel-based|Political|Science Fiction,"Automatic Resource Growth|Card Play Conflict Resolution|Deck, Bag, and Pool Building|Delayed Purchase|Force Commitment|Increase Value of Unchosen Resources|Multi-Use Cards|Open Drafting|Solo / Solitaire Game|Team-Based Game|Turn Order: Progressive|Variable Player Powers|Worker Placement",Paul Dennen,Clay Brooks|Derek Herring|Raul Ramos|Nate Storm,Dire Wolf|Arclight Games|Galápagos Jogos|Geekach Games|Korea Boardgames|Lavka Games|Lucky Duck Games|Reflexshop|Regatul Jocurilor|REXhry|Tabletop KZ,1,6,120,13,3.4931,Dune: Imperium
12333.0,Twilight Struggle,boardgame,Modern Warfare|Political|Wargame,Action / Event|Advantage Token|Area Majority / Influence|Campaign / Battle Card Driven|Dice Rolling|Events|Hand Management|Simulation|Simultaneous Action Selection|Sudden Death Ending|Tug of War|Variable Set-up,Ananda Gupta|Jason Matthews,Viktor Csete|Rodger B. MacGowan|Chechu Nieto|Guillaume Ries|Mark Simonitch,GMT Games|Asterion Press|Bard Centrum Gier|Chrononauts Games|Devir|DiceTree Games|GaGa Games|MINDOK|PHALANX|Pixie Games|Udo Grebe Gamedesign|Wargames Club Publishing,2,2,180,13,3.6119,Twilight Struggle: Red Sea – Conflict in the Horn of Africa|Twilight Struggle: South Asian Monsoon
84876.0,The Castles of Burgundy,boardgame,Animals|Dice|Medieval|Territory Building,Delayed Purchase|Dice Rolling|End Game Bonuses|Grid Coverage|Hexagon Grid|Open Drafting|Pattern Building|Tile Placement|Turn Order: Stat-Based|Variable Set-up,Stefan Feld,Julien Delval|Harald Lieske,alea|Ravensburger|Broadway Toys LTD|Giochi Uniti|Grow Jogos e Brinquedos|Hobby World|Maldito Games|Rebel Sp. z o.o.,2,4,90,12,2.9734,
246900.0,Eclipse: Second Dawn for the Galaxy,boardgame,Civilization|Exploration|Science Fiction|Space Exploration|Wargame,Alliances|Area Majority / Influence|Area-Impulse|Dice Rolling|Grid Movement|Hexagon Grid|Hot Potato|Income|Modular Board|Passed Action Token|Tech Trees / Tech Tracks|Variable Player Powers,Touko Tahkokallio,Noah Adelman|Jere Kasanen|Jukka Rajaniemi|Sampo Sikiö,Lautapelit.fi|Arclight Games|CrowD Games|Maldito Games|Matagot|MeepleBR|Pegasus Spiele|sternenschimmermeer|Surfin' Meeple China|TLAMA games|uplay.it edizioni,2,6,200,14,3.6426,
173346.0,7 Wonders Duel,boardgame,Ancient|Card Game|City Building|Civilization|Economic,End Game Bonuses|Income|Layering|Market|Modular Board|Multi-Use Cards|Once-Per-Game Abilities|Open Drafting|Set Collection|Sudden Death Ending|Tags|Tech Trees / Tech Tracks|Tug of War|Variable Player Powers|Variable Set-up|Victory Points as a Resource,Antoine Bauza|Bruno Cathala,Miguel Coimbra,Repos Production|ADC Blackfire Entertainment|Asmodee|Asterion Press|Boardgame Space|CoolPlay|Galápagos Jogos|Gém Klub Kft.|Hobby Japan|KADABRA|Kaissa Chess & Games|Korea Boardgames|Lautapelit.fi|Lifestyle Boardgames Ltd|Ludicus|Ponva d.o.o.|Pridemage Games|Rebel Sp. z o.o.|Siam Board Games|Sombreros Production|Ігромаг,2,2,30,10,2.2245,
182028.0,Through the Ages: A New Story of Civilization,boardgame,Card Game|Civilization|Economic,Action Points|Auction / Bidding|Auction: Dutch|Events|Income|Open Drafting|Player Elimination|Tags|Take That,Vlaada Chvátil,Filip Murmak|Radim Pech|Jakub Politzer|Milan Vavroň,"Czech Games Edition|Cranio Creations|Devir|DiceTree Games|Eagle-Gryphon Games|Feelindigo|GaGa Games|Gém Klub Kft.|HaKubia|HeidelBÄR Games|Heidelberger Spieleverlag|IELLO|MINDOK|New Games Order, LLC|One Moment Games|Rebel Sp. z o.o.",2,4,120,14,4.4373,
28720.0,Brass: Lancashire,boardgame,Economic|Industry / Manufacturing|Post-Napoleonic|Transportation,Hand Management|Income|Loans|Market|Network and Route Building|Tech Trees / Tech Tracks|Turn Order: Stat-Based,Martin Wallace,Gavan Brown|Lina Cossette|Peter Dennis|David Forest|Eckhard Freytag|Damien Mammoliti,"Roxley|Warfrog Games|Arclight Games|BoardM Factory|Conclave Editora|CrowD Games|Dexker Games|Eagle-Gryphon Games|FRED Distribution, Inc.|Funforge|Ghenos Games|Giant Roc|Maldito Games|Pegasus Spiele|PHALANX|Rebel Sp. z o.o.|Wargames Club Publishing|White Goblin Games",2,4,120,14,3.853,
169786.0,Scythe,boardgame,Economic|Fighting|Science Fiction|Territory Building,Area Majority / Influence|Card Play Conflict Resolution|Contracts|End Game Bonuses|Force Commitment|Grid Movement|Hexagon Grid|King of the Hill|Movement Points|Narrative Choice / Paragraph|Solo / Solitaire Game|Take That|Tech Trees / Tech Tracks|Variable Player Powers|Variable Set-up|Victory Points as a Resource|Zone of Control,Jamey Stegmaier,Jakub Rozalski,Stonemaier Games|Albi|Angry Lion Games|Arclight Games|CrowD Games|Delta Vision Publishing|Feuerland Spiele|Fire on Board Jogos|Galápagos Jogos|Geekach Games|Ghenos Games|Korea Boardgames|Ludofy Creative|Maldito Games|Matagot|Morning|PHALANX|Planeta Igor|Playfun Games|Surfin' Meeple China,1,5,115,14,3.4517,
193738.0,Great Western Trail,boardgame,American West|Animals|Economic,"Deck, Bag, and Pool Building|Hand Management|Ownership|Set Collection|Track Movement|Variable Set-up",Alexander Pfister,Andreas Resch,eggertspiele|999 Games|Arclight Games|Broadway Toys LTD|Conclave Editora|Delta Vision Publishing|Ediciones MasQueOca|Gigamic|Korea Boardgames|Lacerta|Ludicus|MINDOK|Pegasus Spiele|Plan B Games|Stronghold Games|uplay.it edizioni|YOKA Games|Zvezda,2,4,150,12,3.6987,
177736.0,A Feast for Odin,boardgame,Economic|Farming|Industry / Manufacturing|Medieval|Puzzle,Automatic Resource Growth|Dice Rolling|Grid Coverage|Income|Push Your Luck|Solo / Solitaire Game|Tile Placement|Turn Order: Pass Order|Worker Placement,Uwe Rosenberg,Dennis Lohausen,Feuerland Spiele|Cranio Creations|Devir|Filosofia Éditions|Game Harbor|Hobby World|Korea Boardgames|Lacerta|Maldito Games|Mandala Jogos|Rebel Sp. z o.o.|Super Meeple|テンデイズゲームズ (TendaysGames)|TLAMA games|White Goblin Games|Z-Man Games,1,4,120,12,3.8593,
295770.0,Frosthaven,boardgame,Adventure|Exploration|Fantasy|Fighting|Miniatures,"Campaign / Battle Card Driven|Communication Limits|Cooperative Game|Deck Construction|Deck, Bag, and Pool Building|Grid Movement|Hand Management|Hexagon Grid|Legacy Game|Modular Board|Multi-Use Cards|Narrative Choice / Paragraph|Once-Per-Game Abilities|Scenario / Mission / Campaign Game|Simultaneous Action Selection|Solo / Solitaire Game|Variable Player Powers",Isaac Childres,Francesca Baerald|David Demaret|Alexandr Elichev|Josh T. McDowell,Cephalofair Games|Albi|Albi Polska|CMON Global Limited|Delta Vision Publishing|Feuerland Spiele|Korea Boardgames,1,4,180,14,4.4082,Gloomhaven|Gloomhaven (Second Edition)|Gloomhaven: Jaws of the Lion
167355.0,Nemesis,boardgame,Adventure|Horror|Miniatures|Science Fiction,Campaign / Battle Card Driven|Cooperative Game|Dice Rolling|Hand Management|Hidden Roles|Interrupts|Modular Board|Player Elimination|Semi-Cooperative Game|Solo / Solitaire Game|Team-Based Game|Traitor Game|Variable Player Powers,Adam Kwapiński,Piotr Foksowicz|Patryk Jędraszek|Ewa Labak|Andrzej Półtoranos,Awaken Realms|Rebel Sp. z o.o.|Arclight Games|Asmodee|Cranio Creations|Delta Vision Publishing|Funforge|Galápagos Jogos|Geekach Games|Hobby World|Korea Boardgames|MINDOK|Rebel Studio,1,5,180,12,3.4826,Nemesis: Lockdown
266507.0,Clank! Legacy: Acquisitions Incorporated,boardgame,Adventure|Fantasy|Miniatures,"Deck, Bag, and Pool Building|Delayed Purchase|End Game Bonuses|Events|Legacy Game|Map Addition|Movement Points|Narrative Choice / Paragraph|Once-Per-Game Abilities|Open Drafting|Pick-up and Deliver|Player Elimination|Point to Point Movement|Push Your Luck|Scenario / Mission / Campaign Game|Set Collection|Variable Player Powers|Variable Set-up",Andy Clautice|Paul Dennen,Clay Brooks|Anika Burrell|Derek Herring|Raul Ramos|Nate Storm|Alain Viesca,Dire Wolf|Penny Arcade|Renegade Game Studios|Devir|Korea Boardgames|Lucrum Games|Origames|Schwerkraft-Verlag,2,4,120,13,2.7355,
124361.0,Concordia,boardgame,Ancient|Economic|Nautical,"Action Retrieval|Advantage Token|Auction: Dutch|Deck, Bag, and Pool Building|End Game Bonuses|Hand Management|Hidden Victory Points|Investment|Movement Points|Network and Route Building|Open Drafting|Point to Point Movement|Set Collection|Variable Set-up",Mac Gerdts,Marina Fahrenbach|Mac Gerdts|Dominik Mayer,"PD-Verlag|999 Games|Cranio Creations|CrowD Games|Ediciones MasQueOca|Egmont Polska|Gém Klub Kft.|Heidelberger Spieleverlag|Korea Boardgames|Laguna|Lex Games|New Games Order, LLC|Playfun Games|Rio Grande Games|Ystari Games",2,5,100,13,2.9851,
341169.0,Great Western Trail: Second Edition,boardgame,American West|Animals|Economic,"Deck, Bag, and Pool Building|Hand Management|Ownership|Set Collection|Solo / Solitaire Game|Tags|Track Movement|Variable Set-up",Alexander Pfister,Chris Quilliams,eggertspiele|Arclight Games|CoolPlay|Delta Vision Publishing|Ediciones MasQueOca|Galápagos Jogos|Ghenos Games|Korea Boardgames|Lacerta|Rebel Sp. z o.o.|Yayoi The Dreamer|Zvezda|本长文化,1,4,150,12,3.7171,
205637.0,Arkham Horror: The Card Game,boardgame,Adventure|Card Game|Collectible Components|Exploration|Horror|Novel-based,Action Points|Area Movement|Communication Limits|Cooperative Game|Deck Construction|Events|Hand Management|Map Deformation|Modular Board|Player Elimination|Push Your Luck|Role Playing|Scenario / Mission / Campaign Game|Solo / Solitaire Game|Stat Check Resolution|Variable Player Powers,Nate French|MJ Newman,Christopher Hosch|Marcin Jakubowski|Ignacio Bazán Lazcano|Henning Ludvigsen|Mercedes Opheim|Zoe Robinson|Evan Simonet,Fantasy Flight Games|Arclight Games|Asmodee|Asterion Press|Edge Entertainment|Galakta|Galápagos Jogos|Heidelberger Spieleverlag|Hobby World|Korea Boardgames|Ігромаг,1,2,120,14,3.5567,
312484.0,Lost Ruins of Arnak,boardgame,Adventure|Exploration|Fantasy,"Contracts|Deck, Bag, and Pool Building|Multi-Use Cards|Once-Per-Game Abilities|Open Drafting|Resource to Move|Solo / Solitaire Game|Turn Order: Progressive|Worker Placement",Elwen|Mín,Ondřej Hrdina|Jiří Kůs|Filip Murmak|Jakub Politzer|František Sedláček|Milan Vavroň,"Czech Games Edition|Brädspel.se|Cranio Creations|Devir|DiceTree Games|Fantasmagoria|GaGa Games|Games4you|Gém Klub Kft.|Goblin Gaming|HeidelBÄR Games|Hobby Japan|IELLO|Kaissa Chess & Games|Lautapelit.fi|Lex Games|Lord of Boards|MINDOK|More Fun Co., Ltd.|One Moment Games|Rebel Sp. z o.o.|Spilbræt.dk|White Goblin Games",1,4,120,12,2.9258,
237182.0,Root,boardgame,Animals|Fantasy|Negotiation|Territory Building|Wargame,Action Points|Action Queue|Action Retrieval|Area Majority / Influence|Area Movement|Dice Rolling|Hand Management|Multi-Use Cards|Negotiation|Point to Point Movement|Race|Sudden Death Ending|Take That|Variable Player Powers|Variable Set-up,Cole Wehrle,Kyle Ferrin,Leder Games|2Tomatoes Games|Arclight Games|CMON Global Limited|CrowD Games|Delta Vision Publishing|Fox in the Box|Kilogames|Korea Boardgames|MeepleBR|MS Edizioni|Portal Games|Quality Beast|Spielworxx|Tower Tactic Games|YOKA Games,2,4,90,10,3.822,
120677.0,Terra Mystica,boardgame,Civilization|Economic|Fantasy|Territory Building,Chaining|End Game Bonuses|Hexagon Grid|Income|Increase Value of Unchosen Resources|Network and Route Building|Tech Trees / Tech Tracks|Turn Order: Pass Order|Variable Player Powers|Variable Set-up|Victory Points as a Resource,Jens Drögemüller|Helge Ostertag,Dennis Lohausen,"Feuerland Spiele|Bard Centrum Gier|Capstone Games|Cranio Creations|Devir|Filosofia Éditions|FunBox Jogos|Gém Klub Kft.|HomoLudicus|Mandala Jogos|MINDOK|Swan Panasia Co., Ltd.|テンデイズゲームズ (TendaysGames)|White Goblin Games|Z-Man Games|Zvezda",2,5,150,12,3.9748,
192135.0,Too Many Bones,boardgame,Adventure|Dice|Fantasy|Fighting,Cooperative Game|Dice Rolling|Die Icon Resolution|Grid Movement|Narrative Choice / Paragraph|Resource to Move|Role Playing|Scenario / Mission / Campaign Game|Solo / Solitaire Game|Square Grid|Stat Check Resolution|Tech Trees / Tech Tracks|Turn Order: Role Order|Variable Player Powers,Josh J. Carlson|Adam Carlson,Anthony LeTourneau,Chip Theory Games|Dice Realm|Fox in the Box|Frosted Games|Gameland 游戏大陆|Lavka Games|Lucky Duck Games|Portal Games|Reflexshop|SD Games,1,4,120,12,3.8596,Too Many Bones: Unbreakable|Too Many Bones: Undertow
266192.0,Wingspan,boardgame,Animals|Card Game|Educational,Action Queue|Dice Rolling|End Game Bonuses|Hand Management|Once-Per-Game Abilities|Open Drafting|Set Collection|Solo / Solitaire Game|Turn Order: Progressive,Elizabeth Hargrave,Ana Maria Martinez Jaramillo|Natalia Rojas|Elizabeth Hargrave|Greg May|Beth Sobel,Stonemaier Games|999 Games|Angry Lion Games|Arclight Games|Asmodee|Automa Factory|Bluebird Games|Brain Games|Delta Vision Publishing|Divercentro|Feuerland Spiele|Ghenos Games|Green Elephant Games|Grok Games|Kaissa Chess & Games|Korea Boardgames|Lautapelit.fi|Lavka Games|Ludofy Creative|Maldito Games|Matagot|MINDOK|MIPL|NeoTroy Games|Rebel Sp. z o.o.|Regatul Jocurilor|Siam Board Games|Surfin' Meeple China|Ігромаг,1,5,70,10,2.4707,Wingspan Asia
164928.0,Orléans,boardgame,Medieval|Religious|Travel,"Contracts|Deck, Bag, and Pool Building|End Game Bonuses|Events|Kill Steal|Point to Point Movement|Simultaneous Action Selection|Tech Trees / Tech Tracks|Turn Order: Progressive|Variable Set-up|Worker Placement, Different Worker Types",Reiner Stockhausen,Klemens Franz,"dlp games|Arclight Games|Arrakis Games|Baldar|BGA Plus|Capstone Games|Cranio Creations|Engames|GaGa Games|Games7Days|Korea Boardgames|Matagot|MEEPLE|MeepleBR|Surfin' Meeple China|Swan Panasia Co., Ltd.|Tasty Minstrel Games|White Goblin Games",2,5,90,12,3.022,
96848.0,Mage Knight Board Game,boardgame,Adventure|Exploration|Fantasy|Fighting|Miniatures,"Card Play Conflict Resolution|Cooperative Game|Deck, Bag, and Pool Building|Dice Rolling|Grid Movement|Hand Management|Hexagon Grid|Modular Board|Multi-Use Cards|Open Drafting|Role Playing|Solo / Solitaire Game|Tags|Turn Order: Claim Action|Variable Player Powers",Vlaada Chvátil,J. Lonnee|Chris Raimo|Milan Vavroň,WizKids (I)|Asmodee|Giochi Uniti|Intrafin Games|Lacerta|NECA|Pegasus Spiele|REXhry,1,4,240,14,4.3678,
251247.0,Barrage,boardgame,Economic|Environmental|Industry / Manufacturing,Action Retrieval|Contracts|End Game Bonuses|Income|Network and Route Building|Ownership|Solo / Solitaire Game|Turn Order: Stat-Based|Variable Player Powers|Variable Set-up|Worker Placement,Tommaso Battista|Simone Luciani,Mauro Alocci|Antonio De Luca|Roman Roland Kuteynikov,Cranio Creations|CrowD Games|Delta Vision Publishing|Feuerland Spiele|Galápagos Jogos|Game Harbor|Intrafin Games|Korea Boardgames|Maldito Games|Portal Games|sternenschimmermeer|テンデイズゲームズ (TendaysGames)|TLAMA games|WoodCat,1,4,120,14,4.1157,
324856.0,The Crew: Mission Deep Sea,boardgame,Adventure|Card Game|Deduction|Mythology|Nautical,Communication Limits|Cooperative Game|Hand Management|Scenario / Mission / Campaign Game|Trick-taking,Thomas Sing,Marco Armbruster,"KOSMOS|999 Games|Devir|Galakta|Giochi Uniti|GP Games|IELLO|Kaissa Chess & Games|Korea Boardgames|MINDOK|MIPL|Piatnik|Swan Panasia Co., Ltd.|Zvezda",2,5,20,10,2.0396,
373106.0,Sky Team,boardgame,Aviation / Flight,Communication Limits|Cooperative Game|Dice Rolling|Scenario / Mission / Campaign Game|Simulation|Worker Placement with Dice Workers,Luc Rémond,Eric Hibbeler|Adrien Rives,Scorpion Masqué|999 Games|ADC Blackfire Entertainment|Asmodee|Brädspel.se|Games4you|Geekach Games|Hachette Boardgames USA|Kaissa Chess & Games|KOSMOS|Lautapelit.fi|Lavka Games|Lucky Duck Games|Reflexshop|Regatul Jocurilor|Sugorokuya|Tabletop KZ|YOKA Games,2,2,15,12,2.0544,
199792.0,Everdell,boardgame,Animals|Card Game|City Building|Fantasy,Contracts|End Game Bonuses|Hand Management|Income|Open Drafting|Ownership|Set Collection|Solo / Solitaire Game|Tags|Variable Set-up|Worker Placement,James A. Wilson,Andrew Bosley|Cody Jones|Dann May,Starling Games (II)|Abraxas|Arclight Games|CMON Global Limited|Fantasmagoria|Galápagos Jogos|Gameology (Gameology Romania)|Gém Klub Kft.|Hobby World|Kaissa Chess & Games|Maldito Games|Matagot|MIPL|Pegasus Spiele|Rebel Sp. z o.o.|REXhry|Spilbræt.dk|Tabletop Tycoon Inc.|White Goblin Games|YOKA Games|Ігромаг,1,4,80,10,2.8238,
366013.0,Heat: Pedal to the Metal,boardgame,Racing|Sports,"Catch the Leader|Deck, Bag, and Pool Building|Hand Management|Programmed Movement|Push Your Luck|Race|Simulation|Simultaneous Action Selection|Solo / Solitaire Game|Track Movement|Variable Set-up",Asger Harding Granerud|Daniel Skjold Pedersen,Vincent Dutrait,Days of Wonder|ADC Blackfire Entertainment|CoolPlay|Galápagos Jogos|Gém Klub Kft.|GoKids 玩樂小子|Hobby Japan|Hobby World|Kaissa Chess & Games|Korea Boardgames|Lord of Boards,1,6,60,10,2.1874,
